Resource ID,Dataset Name,Description,Dataset URL,Attribution,Dataset Type,Update Frequency,Department Name,Program Name,Spatial Information,Strategic Area,Dataset Updated Date,Dataset Created Date,Metadata Last Updated Date,Data Last Updated Date,Publication Date,Download Count,Page Views Last Week,Page Views Last Month,Page Views Total,Row Count,Cover Image URL,Automation Method,Automation Method Other,Owner Display Name,Tags,Is Public
d8p4-i3md,Bluetooth Travel Sensors - Individual Traffic Match Files (ITMF) UT-CTR TEST,"For information about the City of Austin's Bluetooth travel sensor data, visit our documentation page:
https://github.com/cityofaustin/hack-the-traffic/tree/master/docs

Each row in this dataset represents one Bluetooth enabled device that detected at two locations in the City of Austin's Bluetooth sensor network. Each record contains a detected device’s anonymized Media Access Control (MAC) address along with contain information about origin and destination points at which the device was detected, as well the time, date, and distance traveled.

How does the City of Austin use the Bluetooth travel sensor data?
The data enables transportation engineers to better understand short and long-term trends in Austin’s traffic patterns, supporting decisions about systems planning and traffic signal timing.

What information does the data contain?
The sensor data is available in three datasets:

Individual Address Records ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Individual-Addresses/qnpj-zrb9/data )
Each row in this dataset represents a Bluetooth device that was detected by one of our sensors. Each record contains a detected device’s anonymized Media Access Control (MAC) address along with the time and location the device was detected. These records alone are not traffic data but can be post-processed to measure the movement of detected devices through the roadway network

Individual Traffic Matches ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Individual-Traffic-Matche/x44q-icha/data )
Each row in this dataset represents one Bluetooth enabled device that detected at two locations in the roadway network. Each record contains a detected device’s anonymized Media Access Control (MAC) address along with contain information about origin and destination points at which the device was detected, as well the time, date, and distance traveled.

Traffic Summary Records ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Match-Summary-Records/v7zg-5jg9 )
The traffic summary records contain aggregate travel time and speed summaries based on the individual traffic match records. Each row in the dataset summarizes average travel time and speed along a sensor-equipped roadway segment in 15 minute intervals.

Does this data contain personally identifiable information?
No. The Media Access Control (MAC) addresses in these datasets are randomly generated.",https://datahub.austintexas.gov/d/d8p4-i3md,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Arterial Management Division,,,04/08/2025 11:33:08 AM,05/07/2019 10:37:38 AM,04/08/2025 11:33:08 AM,07/15/2019 09:52:52 AM,05/07/2019 03:13:19 PM,0,0,0,12,"439,167",,Manual,,transportation.data@austintexas.gov,"bluetooth, mobility, traffic, transit, transportation, travel sensors, travel time",false
cpw3-9e8n,2020 Bond Dashboard: Expenses and Spend Plan by Quarter,Spend plan and expenses by quarter for the 2020 bond dashboard for ATD.,https://datahub.austintexas.gov/d/cpw3-9e8n,,dataset,Daily,Transportation and Public Works,Project Delivery,,,04/08/2025 11:33:11 AM,05/11/2023 10:20:18 AM,04/08/2025 11:33:11 AM,09/04/2024 09:13:56 AM,05/11/2023 10:22:58 AM,0,0,0,12,"5,168",,SodaPY,,transportation.data@austintexas.gov,tpw_bond_dashboard,false
jdna-s8qn,2020 Bond Dashboard: Previous Fiscal Year Expenses,Used for 2020 bond dashboard for TPW.,https://datahub.austintexas.gov/d/jdna-s8qn,,dataset,Daily,Transportation and Public Works,Project Delivery,,,04/08/2025 11:33:13 AM,02/20/2023 02:39:01 PM,04/08/2025 11:33:13 AM,11/20/2024 09:14:34 AM,02/20/2023 02:40:25 PM,0,0,0,12,"268,932",,Python,,transportation.data@austintexas.gov,tpw_bond_dashboard,false
hq9n-d77y,2020 Bond Dashboard: Current Fiscal Year Summary Table,Data for the 2020 Bond Dashboard for TPW,https://datahub.austintexas.gov/d/hq9n-d77y,,dataset,Daily,Transportation and Public Works,Project Delivery,,,04/08/2025 11:33:17 AM,02/20/2023 02:51:05 PM,04/08/2025 11:33:17 AM,11/20/2024 09:15:32 AM,02/20/2023 02:53:01 PM,0,0,0,11,374,,SodaPY,,transportation.data@austintexas.gov,tpw_bond_dashboard,false
mrw6-qmjz,"Draft - Strategic_Measures_M.A.3 - Percent split of modes based on commute to work, including off-peak drive-alone trips, by City of Austin employees",Internal draft dataset,https://datahub.austintexas.gov/d/mrw6-qmjz,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Office of Performance Management,,,04/08/2025 11:33:19 AM,09/01/2020 10:08:02 AM,04/08/2025 11:33:19 AM,09/10/2020 09:57:45 AM,09/01/2020 10:28:17 AM,0,0,0,10,3,,Manual,,transportation.data@austintexas.gov,,false
fjtp-nvuk,atd-knack-service-test,Internal test dataset,https://datahub.austintexas.gov/d/fjtp-nvuk,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Data and Technology Services Division,,,04/08/2025 11:33:24 AM,03/25/2021 03:57:13 PM,04/08/2025 11:33:24 AM,03/25/2021 04:15:41 PM,03/25/2021 04:14:58 PM,0,0,0,3,7,,Manual,,transportation.data@austintexas.gov,,false
ytft-zec7,TPWstat: Transportation Engineering Division CSRs,View of the TPW Service Request dataset which filters down to only Transportation Engineering CSRs that are not duplicates.,https://datahub.austintexas.gov/d/ytft-zec7,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,02/02/2024 09:43:44 AM,04/08/2025 11:33:35 AM,04/10/2025 02:50:28 AM,02/02/2024 01:27:15 PM,0,1,1,10,,,,,transportation.data@austintexas.gov,tpwstat,false
yi2d-ris3,2020 Bond Dashboard: All bonds metadata with dashboard IDs,Joined view with https://datahub.austintexas.gov/dataset/2020-Bond-Dashboard-All-bonds-AIMS-ID-Lookup-Table/mri6-eexh/about_data,https://datahub.austintexas.gov/d/yi2d-ris3,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/08/2025 11:33:31 AM,02/09/2024 04:39:38 PM,04/08/2025 11:33:31 AM,11/20/2024 09:15:34 AM,02/09/2024 04:42:06 PM,0,3,3,9,,,,,transportation.data@austintexas.gov,tpw_bond_dashboard,false
j7xy-f5b9,TPWstat: Long Line Roadway Marking Condition,Condition of long line roadway markings based on the date of their last service date.,https://datahub.austintexas.gov/d/j7xy-f5b9,"City of Austin, Texas – data.austintexas.gov",filter,,Transportation and Public Works,,,,04/11/2025 01:15:47 AM,05/20/2024 04:00:25 PM,04/08/2025 11:33:32 AM,04/11/2025 01:15:47 AM,05/20/2024 04:17:21 PM,0,1,1,9,,,,,transportation.data@austintexas.gov,tpwstat,false
7xw3-9uv9,TEST Story Map Focus Issue,,https://datahub.austintexas.gov/d/7xw3-9uv9,"City of Austin, Texas - data.austintexas.gov",story,As needed,Transportation and Public Works,Data and Technology Services Division,,,02/02/2024 04:48:14 PM,11/28/2022 04:58:04 PM,04/08/2025 11:33:34 AM,02/02/2024 04:48:14 PM,11/28/2022 04:59:51 PM,0,3,3,3,,,Manual,,transportation.data@austintexas.gov,,false
7hah-82n7,TPWstat: Speciality Line Markings Condition,Condition of speciality line markings based on the last date they were serviced.,https://datahub.austintexas.gov/d/7hah-82n7,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/09/2025 03:40:26 AM,05/20/2024 03:43:24 PM,04/08/2025 11:33:37 AM,04/09/2025 03:40:26 AM,05/20/2024 03:46:22 PM,2,1,1,9,,,,,transportation.data@austintexas.gov,tpwstat,false
p9tg-r2i3,Residential Parking Program - Active Permitted Vehicles,Residential Parking Program - Active Permitted Vehicles,https://datahub.austintexas.gov/d/p9tg-r2i3,,dataset,,Transportation and Public Works,Parking Enterprise,,,04/08/2025 11:33:37 AM,06/20/2023 11:57:28 AM,04/08/2025 11:33:37 AM,06/20/2023 02:13:02 PM,06/20/2023 02:12:04 PM,0,0,0,8,"1,153",,,,transportation.data@austintexas.gov,,false
ruvz-nmtu,test on system,"Crash data is obtained from the Texas Department of Transportation (TXDOT) Crash Record Information System (CRIS) database, which is populated by reports submitted by Texas Peace Officers throughout the state, including Austin Police Department (APD), and maintained by TXDOT.

This dataset contains crash-level records for crashes which have occurred in the last ten years. Crash data may take several days or weeks to be initially provided and finalized as it is furnished to the Austin Transportation Department, therefore a two-week delay is implemented to help ensure more accurate and complete results.

Please note that the data and information on this website is for informational purposes only. While we seek to provide accurate information, please note that errors may be present and information presented may not be complete. For official inquiries on City of Austin crash data, contact VisionZero@AustinTexas.gov.",https://datahub.austintexas.gov/d/ruvz-nmtu,"City of Austin, Texas - data.austintexas.gov",chart,Daily,Transportation and Public Works,,,,04/10/2025 04:04:56 AM,04/26/2023 03:22:06 PM,04/08/2025 11:33:40 AM,04/10/2025 04:04:56 AM,05/16/2024 10:28:52 AM,0,1,1,8,,,REST API,,transportation.data@austintexas.gov,,false
hpuh-jrg4,Open Tree Issue ROW CSRs,A view of the TPW CSR dataset that is joined to maximo work orders.,https://datahub.austintexas.gov/d/hpuh-jrg4,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,09/23/2024 04:07:07 PM,04/08/2025 11:33:51 AM,04/10/2025 02:50:28 AM,09/23/2024 04:11:02 PM,2,1,1,8,,,,,transportation.data@austintexas.gov,,false
hnai-ypj3,Percent change in average MetroBus travel speed,Intenal story draft; not updated,https://datahub.austintexas.gov/d/hnai-ypj3,"City of Austin, Texas - data.austintexas.gov",story,Not updated/Historical,Transportation and Public Works,Office of Performance Management,,,12/04/2020 02:00:58 PM,12/04/2020 02:00:36 PM,04/08/2025 11:33:48 AM,12/04/2020 02:00:58 PM,12/04/2020 02:00:58 PM,0,1,1,6,,,Manual,,transportation.data@austintexas.gov,,false
ard7-wm2c,Mismatch SBO CSR statuses with Maximo,A view of the TPW CSR dataset joined to the Maximo Service requests dataset. This is meant to be used as a tool to check if the status in Maximo matches what is in CSR.,https://datahub.austintexas.gov/d/ard7-wm2c,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,04/03/2025 01:52:05 PM,04/08/2025 11:37:45 AM,04/10/2025 02:50:28 AM,04/03/2025 02:04:48 PM,0,7,7,7,,,,,transportation.data@austintexas.gov,,false
67ph-ch6y,Pothole Repair SRs by Month,"Monthly stats for 3-1-1 Service requests for ""SBO - Pothole Repair"". Ignores SRs marked duplicate.",https://datahub.austintexas.gov/d/67ph-ch6y,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,02/01/2024 02:25:03 PM,04/08/2025 11:33:58 AM,04/10/2025 02:50:28 AM,02/01/2024 02:27:56 PM,0,1,1,7,,,,,transportation.data@austintexas.gov,,false
ga4m-gywx,Parking Violation CSR Types,CSRs for Parking Violation enforcement with the type reported,https://datahub.austintexas.gov/d/ga4m-gywx,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,03/27/2024 10:40:41 AM,04/08/2025 11:34:00 AM,04/10/2025 02:50:28 AM,03/27/2024 10:41:32 AM,2,0,0,7,,,,,transportation.data@austintexas.gov,,false
xuzg-p8bc,draft_work_orders_signs_asset_spec_actuals,Internal draft dataset,https://datahub.austintexas.gov/d/xuzg-p8bc,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Signs and Markings,,,04/08/2025 11:33:56 AM,07/13/2020 10:28:23 AM,04/08/2025 11:33:56 AM,07/13/2020 10:42:14 AM,07/13/2020 10:42:14 AM,0,0,0,5,"14,835",,Manual,,transportation.data@austintexas.gov,,false
amvw-c3sx,Percent split of sustainable modes for commute to work for City of Austin employees,Internal chart,https://datahub.austintexas.gov/d/amvw-c3sx,"City of Austin, Texas - data.austintexas.gov",chart,Annually,Transportation and Public Works,,,,04/08/2025 01:05:34 PM,09/03/2020 03:57:45 PM,04/08/2025 01:05:34 PM,05/01/2023 10:48:52 AM,09/03/2020 04:05:49 PM,0,1,1,3,,,Manual,,transportation.data@austintexas.gov,,false
8m55-9ai3,Bluetooth Travel Sensors -Traffic Match Summary Records (TMSR) UT-CTR TEST,"View the Complete Dataset documentation on Github:
https://github.com/cityofaustin/hack-the-traffic/tree/master/docs

This dataset contains aggregate travel time and speed summaries based on the individual traffic match records from the City of Austin's Bluetooth travel sensors.. Each row in the dataset summarizes average travel time and speed along a sensor-equipped roadway segment in 15 minute intervals.


How does the City of Austin use the Bluetooth travel sensor data?
The data enables transportation engineers to better understand short and long-term trends in Austin’s traffic patterns, supporting decisions about systems planning and traffic signal timing.

What information does the data contain?
The sensor data is available in three datasets:
    
Individual Address Records ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Individual-Addresses/qnpj-zrb9/data )
Each row in this dataset represents a Bluetooth device that was detected by one of our sensors. Each record contains a detected device’s anonymized Media Access Control (MAC) address along with the time and location the device was detected. These records alone are not traffic data but can be post-processed to measure the movement of detected devices through the roadway network

Individual Traffic Matches ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Individual-Traffic-Matche/x44q-icha/data )
Each row in this dataset represents one Bluetooth enabled device that detected at two locations in the roadway network. Each record contains a detected device’s anonymized Media Access Control (MAC) address along with contain information about origin and destination points at which the device was detected, as well the time, date, and distance traveled. 

Traffic Summary Records ( https://data.austintexas.gov/dataset/Bluetooth-Travel-Sensors-Match-Summary-Records/v7zg-5jg9 )
The traffic summary records contain aggregate travel time and speed summaries based on the individual traffic match records. Each  row in the dataset summarizes average travel time and speed along a sensor-equipped roadway segment in 15 minute intervals. 

Does this data contain personally identifiable information?
No. The Media Access Control (MAC) addresses in these datasets are randomly generated.",https://datahub.austintexas.gov/d/8m55-9ai3,"City of Austin, Texas - data.austintexas.gov",dataset,As needed,Transportation and Public Works,Arterial Management Division,,,04/08/2025 11:33:58 AM,05/07/2019 11:01:43 AM,04/08/2025 11:33:58 AM,07/15/2019 09:53:07 AM,05/07/2019 03:12:41 PM,0,0,0,5,"327,849",,Manual,,transportation.data@austintexas.gov,"bluetooth, travel time, travel sensors, transit, mobility, traffic, transportation",false
yiai-qbiv,Missing SBO CSRs in Maximo,A joined view of the Maximo service requests data and the TPW CSRs data. This looks at potential mismatches between the Maximo system and the 311 system. Used for internal troubleshooting only.,https://datahub.austintexas.gov/d/yiai-qbiv,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,04/03/2025 10:45:23 AM,04/08/2025 11:34:04 AM,04/10/2025 02:50:28 AM,04/03/2025 01:10:49 PM,0,0,5,5,,,,,transportation.data@austintexas.gov,,false
p788-tysu,Percent split of peak and off peak drive alone commutes to work for City of Austin employees,Internal chart,https://datahub.austintexas.gov/d/p788-tysu,"City of Austin, Texas - data.austintexas.gov",chart,As needed,Transportation and Public Works,,,,04/08/2025 11:34:02 AM,09/03/2020 04:11:06 PM,04/08/2025 11:34:02 AM,05/01/2023 10:48:52 AM,09/03/2020 04:11:36 PM,0,1,1,4,,,Manual,,transportation.data@austintexas.gov,,false
bayp-2ymg,TPW 311 Service Requests with Images,Transportation Public Works CSRs with image links,https://datahub.austintexas.gov/d/bayp-2ymg,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,02/07/2025 10:39:35 AM,04/08/2025 11:35:52 AM,04/10/2025 02:50:28 AM,02/07/2025 10:40:19 AM,0,2,5,5,,,,,transportation.data@austintexas.gov,,false
rqcb-tua2,Missing CSRs in AMD/SMD Knack,A view comparing the CSR dataset to the AMD and SMD Knack CSR datasets to find CSRs that were are missing in Knack.,https://datahub.austintexas.gov/d/rqcb-tua2,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 02:50:28 AM,05/06/2024 11:58:05 AM,04/08/2025 11:34:10 AM,04/10/2025 02:50:28 AM,05/06/2024 11:59:56 AM,0,0,2,5,,,,,transportation.data@austintexas.gov,,false
rzn6-eg6v,Max Date Arterial Management Materials Warehouse Inventory,A query that returns the most recent published date for the Arterial Management Materials Warehouse Inventory dataset.,https://datahub.austintexas.gov/d/rzn6-eg6v,"City of Austin, Texas - data.austintexas.gov",filter,,Transportation and Public Works,,,,04/10/2025 11:13:20 PM,02/21/2024 02:17:29 PM,04/08/2025 11:34:07 AM,04/10/2025 11:13:20 PM,02/21/2024 02:18:41 PM,0,1,1,5,,,,,transportation.data@austintexas.gov,,false
